"Property ID","Property Name","Room ID","Room Name","Item ID","Item Name","Purchase Date",Quantity,"Purchase Price","Current Price","Category Name","Policy ID","Policy Name","Policy Type",Brand,Model,"Serial Number",Notes,Created,Labels,Photos,PDFs
Property67312,"Svenska Klubben i Helsingfors",Room190953,"3K Korridoren WC Hissg",Item561676,"Oljemålning Klubbhusets fasad",,1,0.00,1000.00,Konst,,,,"Withold Forsten 1983",H40xb60,218,"Kontakt till Forsten 050 3603172, Fodd 1944 Hfors","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190953,"3K Korridoren WC Hissg",Item561638,"P E Svinhuvud bronsmedaljong",,1,0.00,300.00,Konst,,,,"LL 1931","Rund, diam. 31",73,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190953,"3K Korridoren WC Hissg",Item561647,"Restaurangbord för två",,4,0.00,100.00,Bord,,,,,L75xb75xh71,109,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190953,"3K Korridoren WC Hissg",Item561693,"Tavla med klubbhuset som motiv",,1,0.00,100.00,Konst,,,,"Akvarell Gidet, T Ahlbck","H 21 B 29",522,"Akvarell Gidet 1/50","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190953,"3K Korridoren WC Hissg",Item561691,"Tavla med sangsikt",,1,0.00,20.00,,,,,1946,"H35 B25",464,"Okvadet 15.3.1947 med teckningar om en dikt som kan sjungas till melodie Franska Kungens spelman, Sliten","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190953,"3K Korridoren WC Hissg",Item561673,"Tryck Bomarsunds beskjutn 1854",,1,0.00,100.00,Konst,,,,"Engelskt tryck",h30x51,179,"Se 177","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190953,"3K Korridoren WC Hissg",Item561644,"Tryck Carl XII",,1,0.00,75.00,Konst,,,,"Peter van Gunst Amsterdam","h 30x24. ar 1977",75,"Svenska Gillet i Finland tom 2007 darefter Klubbens","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190953,"3K Korridoren WC Hissg",Item561670,"Tryck flottfartyg i Hango",,1,0.00,100.00,Konst,,,,,,178,"Se foregaende nr 177, ""Rosenius och Morelius""","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190953,"3K Korridoren WC Hissg",Item561635,"Tryck NEJ till förbudslagen",,1,0.00,700.00,Konst,,,,"A Engstrom Propagandacentralen","h 52x37",56,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190953,"3K Korridoren WC Hissg",Item561667,"Tryck Panorama Helsingfors",,1,0.00,100.00,Konst,,,,"Lit par Cu",h35x55,177,"Vy från Observatorieberget Rosquist konsulterade Cecil H under våren 2005 och kom till att dessa tryck borde uppvärderas. Morelius ansåg och mindes att dessa var fotokopior som Rosenius gjort.","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190953,"3K Korridoren WC Hissg",Item561664,"Tryck Vue de Helsingfors",,1,0.00,1300.00,Konst,,,,"Arthus Berntrand editeur Paris","h26x41,5",175,"I guldram G�va till Klubben av MM vid 75 �rs jubileet 26.9.1955","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190953,"3K Korridoren WC Hissg",Item561679,"Tryck Vy från Italien",,1,0.00,250.00,Konst,,,,"T R Rowbotham 1862","H 22 X B 60",219,"Vy fr. Neapelbukten Tryckt av George Rowney et Co London Enl originall tavlan av Rowbotham agd av Henrik Degermans farfar, Henrik donerade till klubben 1978","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190953,"3K Korridoren WC Hissg",Item561688,"Tryck, utsikt över Hfors fr Observbacket",,1,0.00,300.00,Konst,,,,1854,"Bilden L24 H15",463,"Med ram L36 H27 Gava av Borsklubben 29.1.2004 (Kan finnas aven i kansliet)","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190953,"3K Korridoren WC Hissg",Item1187807,"Vitrinskåp för klubbutencilier",12/01/2016,1,149.00,149.00,Hyllor,,,,,,,,"2016-11-02 11:52:26",,"3cassyOIwuFwaHuCxipyao.jpg, 6KOB5AlEGRa7zTOKKP2bdt.jpg",
Property67312,"Svenska Klubben i Helsingfors",Room190954,"3L Bibliotek TV-rum",Item561739,"Akvarell Naturmotiv",,1,0.00,700.00,Konst,,,,,,216,"Motiv fr. Västra Nylands skärgård. Gåva vid 75 årsjubileet av Hfors Sparbank, Inramad under glas 2003","2016-04-27 10:59:04",,1BHGZZd5egsFxBDN9kbf2G.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190954,"3L Bibliotek TV-rum",Item561742,"Akvarell Naturmotiv",,1,0.00,700.00,Konst,,,,,,216,"Motiv fr. Västra Nylands skärgard. Gåva vid 75 års jubileet av Hfors Sparbank, Inramad under glas 2003","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190954,"3L Bibliotek TV-rum",Item561755,"Böcker med vackra ryggar",,1,0.00,200.00,,,,,,,300,"Ca. 4 hyllmeter kvar i ""biblioteket"" (av1370 cm, som LG hade m?tt)","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190954,"3L Bibliotek TV-rum",Item561716,Bokskåp,,1,0.00,2500.00,Sk,,,,"1800 talet","h 288 b 190 djupet 54",62,"Speglar bakom hyllorna, nycklar till skåpen fattas","2016-04-27 10:59:04",,4LntKhAS6curnzgPeHxw52.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190954,"3L Bibliotek TV-rum",Item561729,"Bordslampa, mässing med grön tygskärm",,1,0.00,150.00,Armatur,,,,,h52xb23,86,"Se 168","2016-04-27 10:59:04",,5z992AJ8QuKFgkEQTTdpAX.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190954,"3L Bibliotek TV-rum",Item561749,"Etsning Sveaborg",,1,0.00,300.00,Konst,,,,"Reino Harsti 1937 (1900-79)","H 28,5 B 41,5",298,"Sveaborg, platsen för Walhalla ordens uppkomst, överfördes till klubben 2007","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190954,"3L Bibliotek TV-rum",Item561600,"Gipsskulptur Calonius",,1,0.00,300.00,Prydnadsf,,,,,"h 62x32",19,"Calonius har fått skador på vänstra kinden och ögonbrynen, upptäckta januari 2017! Likadan av Runeberg som finns i Spelsalen","2016-04-27 10:59:04",,3uNhWMGXIkE9E6Se875vL1.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190954,"3L Bibliotek TV-rum",Item561774,Glaspjäs,10/10/1980,1,0.00,50.00,Prydnadsf,,,,,10x20,533,"Rödfärgad glas, gåva av Sällskapsklubben i Gamla Karleby 10.10.1980","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190954,"3L Bibliotek TV-rum",Item561713,"Golvlampa i Victoriansk stil",,1,0.00,300.00,Armatur,,,,,"h 182x b 75",59,,"2016-04-27 10:59:04",,1OYndBawv6Rom2HmSTmlfJ.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190954,"3L Bibliotek TV-rum",Item561752,"Hurts under TV, betsad",,1,0.00,100.00,Bord,,,,,"H48,5 L100 B 50",299,"Ej hyllor, ej skåp, antagligen snickargjord i början av 2000 talet","2016-04-27 10:59:04",,6oDOBFLAficxN27RPsh4RI.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190954,"3L Bibliotek TV-rum",Item561733,Jugendsoffa,,1,0.00,1300.00,Soffor,,,,,"L 190xh100xb70",141,"Omklädd med röd ovantåg 2006","2016-04-27 10:59:04",,23xQeMV4HqTqk7uEcJd2T8.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190954,"3L Bibliotek TV-rum",Item561719,"Klumpig karmstol",,2,0.00,500.00,Stolar,,,,"1900 talets borjan","h 74 b 96 l 84",64,"Rödbrunt läder med djupt sydda knappar, trasiga stallet lappat 2006.","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190954,"3L Bibliotek TV-rum",Item561726,"Matta afgan",,1,0.00,1200.00,Mattor,,,,,307x235,69,"Köpt via Garantiföreningen","2016-04-27 10:59:04",,2c28NqwViLv9A72vDyQcee.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190954,"3L Bibliotek TV-rum",Item561736,"Runt bord nyrenässans",,1,0.00,900.00,Bord,,,,,"Diam 80 h 72",143,"Ny glasskiva av Glasmasteri Karhinen 2002, kostade ca 150 e.","2016-04-27 10:59:04",,7CCq1jcZexAjnfsPq8VFYj.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190954,"3L Bibliotek TV-rum",Item561771,Soffbord,,1,0.00,800.00,Bord,,,,"Klaussner, China","126x75 H48",507,"Inköpt av Henry W och Dag W. Kruunukaluste, Hfors","2016-04-27 10:59:04",,5wgGhkzkN9xa8GfZNN6jVU.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190954,"3L Bibliotek TV-rum",Item561767,"Standar Australiens flagga",,1,0.00,50.00,Prydnadsf,,,,,,341,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190954,"3L Bibliotek TV-rum",Item561758,"Standar i bokskapet",,1,0.00,30.00,,,,,,,301,"Bl a Handelsgillet, mellanskolekl. 1950, Karelens vapen, Gyllene fana med Vikingaskepp etc.","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190954,"3L Bibliotek TV-rum",Item561710,"Takkrona 6 armad",,2,0.00,450.00,Armatur,,,,,Barockstil,58,"Liknande takkronor i spelsalen","2016-04-27 10:59:04",,7IljyjaxtTUuwWBBnuE2Nr.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190954,"3L Bibliotek TV-rum",Item561764,"Tryck Axel Oxenstierna",,1,0.00,150.00,Konst,,,,,H50x40,319,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190954,"3L Bibliotek TV-rum",Item561761,"Tryck Gustav IV Adolf",,1,0.00,150.00,Konst,,,,,,318,"Inramning och nytt glas Artfica 2002","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190954,"3L Bibliotek TV-rum",Item561706,"Tuschteckning Klubbhuset",,1,0.00,300.00,Konst,,,,"Birger Selin","h 22x31",56,,"2016-04-27 10:59:04",,5Cf67uzkw6HGfXAuYC267o.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190954,"3L Bibliotek TV-rum",Item561723,"TV apparat Sony",,1,0.00,300.00,,,,,,,68,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190954,"3L Bibliotek TV-rum",Item561777,"Walhalla ordens gruppporträtt",,1,0.00,15000.00,Konst,,,,"Rogers Munsterhjelm",120x85,535,"En avbild av Walhallaordens aktiva medlemmar 2010. Mottagen som gåva.","2016-04-27 10:59:04",,2CCoKvl9Riwi8qRwuQ6rtV.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190966,"3M Klubbsalen",Item561805,"Bjälklagets medlemstavla 2015",,1,3000.00,3500.00,,,,,,,,"Nya tavlan levereras mars 2015, den kombinerar både levande och avlidne","2016-04-27 10:59:04",,4CNNfcaCY4z1cv0eFR9DbE.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190966,"3M Klubbsalen",Item561780,"Fotoporträtt Axel Palmgren VH minister",,1,0.00,700.00,Konst,,,,,"h 58x50",76,"Ordf 1920-24 och 1927-31, hedersmedlem 1930 mm re: 100 års historik s. 76 och 242","2016-04-27 10:59:04",,7ryIItZMaBRp8GGwlAiC50.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190966,"3M Klubbsalen",Item561802,"Keramikfat ""Fiskar""",,1,0.00,300.00,Konst,,,,"Kupittaa sign KM","Diam. 43",84,"Gåva Arabia","2016-04-27 10:59:04",,32nz8R8xBfPfmgIF7CrzN2.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190966,"3M Klubbsalen",Item561799,"Keramikrelief med blommotiv",,1,0.00,400.00,Konst,,,,"Sign Franceska Lindh/Arabia",,83,"Antagligen gåva från Dir Herlitz/Arabia fabr. Re:100 års historik s. 55. från 1930 talet","2016-04-27 10:59:04",,4ePq6c6CMmPeU0fRbolpL3.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190966,"3M Klubbsalen",Item561811,"Matta Keshan",,1,181475.00,1000.00,Mattor,,,,"Keshan 1800 talet?",472x300,514,"Inköpt av Henry Wiklund, Bukowskis Hfors","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190966,"3M Klubbsalen",Item561787,"Oljemålning A Nyberg justitierad",,1,0.00,7000.00,Konst,,,,"Hjordis Nyberg 1915",h70x58,78,"Ordf 1891-1920, hedersmedlem 1920. införskaffad 1915","2016-04-27 10:59:04",,5GV019h3opkYVmX1sJAE45.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190966,"3M Klubbsalen",Item561784,"Oljemålning A O Freudenthal, prof",,1,0.00,13000.00,Konst,,,,"Maria Wiik sign.(1853-1928)","h 59x50",77,"Klubbens första ordförande, klubbens första hedersledamot","2016-04-27 10:59:04",,7bIEUWRcgn4r9DyL9krTma.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190966,"3M Klubbsalen",Item561797,"Oljemålning E G Finnilä, vd",,1,0.00,8000.00,Konst,,,,Westergard,,82,"Ordf 1989-95, (Henry Wiklund beställt porträttet) Hedersledamot 2003, hedersordf 2005","2016-04-27 10:59:04",,60PyrJtSamYhvMRWa5kD1C.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190966,"3M Klubbsalen",Item561794,"Oljemålning Folke Koroleff prof",,1,0.00,7000.00,Konst,,,,"Hannu Knuutila 1990",h71x58,81,"Ordf 1968-88, hedersordf 1989 Meddelanden 2/1990","2016-04-27 10:59:04",,4bqtsxpObYRrWwzTruF2PF.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190966,"3M Klubbsalen",Item561791,"Oljemålning Kuno F Nyman chefdir",,1,0.00,7000.00,Konst,,,,"Hjordis Nyberg 1957 (1885-1970)",h72-59,90,"Ordf 1949-55 och 1959-64, 90 årshistorik s 17","2016-04-27 10:59:04",,pWKF0UBEZM6ZBMVLoeKNl.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190966,"3M Klubbsalen",Item561790,"Oljemålning Richard Bengelssorff",,1,0.00,10000.00,Konst,,,,"Wäinö Blomstedt 1932","h 71x58",79,"Ordf 1932-42, hedersledamot 1943, 100 års historik s 242 och 100, konstnären Wäinö Blomstedt (1871-1947)","2016-04-27 10:59:04",,17uLfuA4YpD3P7j9kgEFUJ.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190966,"3M Klubbsalen",Item561806,Piedestal,,1,0.00,200.00,,,,,,h90x59x50,148,,"2016-04-27 10:59:04",,3pinujnbB2tS70zUY2b9gO.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190966,"3M Klubbsalen",Item561814,"Porträtt av Magnus Ståhlberg",,1,7000.00,8000.00,Konst,,,,"Sergei Zlenko",95x83,541,"Finansierades genom insamling bland klubbmedlemmarna.","2016-04-27 10:59:04",,2dyEjGBvdvY7EcmwqUQMeJ.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190966,"3M Klubbsalen",Item561809,"Porträtt CarlErik Estlander oljem.",,1,0.00,7000.00,Konst,,,,"Sergei Zlenko",,45,"Ordf 1996-2003, avtäcktes 27.2.2002","2016-04-27 10:59:04",,1n8CNd41wgLitLcp8WNTHS.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190966,"3M Klubbsalen",Item561807,"Restaurangbord för 4",,10,0.00,400.00,Bord,,,,"Lepofinn 1970 talet","H 72 L 128 B 80",205,"Liknande bord finns i olika utrymmen och används enligt krögarens behov","2016-04-27 10:59:04",,4kXhTJvEhY0warynPtaino.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190966,"3M Klubbsalen",Item561808,"Restaurangstolar, grön plysch",,52,0.00,200.00,Stolar,,,,"1970 talet Lepofinn","H 91 B 54 L45",206,"Liknande stolar finns på många håll","2016-04-27 10:59:04",,2nOrlFEJ9J3lowRvfdXLOi.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190966,"3M Klubbsalen",Item561803,"Spegel Empire stil",,1,0.00,1000.00,Speglar,,,,,h170x81,85,"Liknande finns i Gustavianska, mottagen som gåva 1942","2016-04-27 10:59:04",,4unyxqFdOlH2EPDN5PGb7n.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190966,"3M Klubbsalen",Item561804,"Takkrona tre lampor med glaskupa",,5,0.00,350.00,Armatur,,,,Italiensk,"h 45x b40",87,"Införskaffad fr. Stockmann","2016-04-27 10:59:04",,541YFmOWTHmuKYcZMOquEm.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561834,"Akvarell Krigare med muskedunder",,1,0.00,250.00,Konst,,,,"Garibald Lindberg","h 56 X b 41",127,"Mork ram","2016-04-27 10:59:04",,6JXJw4rJPCy4eYQSg1XxtS.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561837,"Akvarell, dragon",,1,0.00,250.00,Konst,,,,"Garibald Lindberg sign 1902",h55xb42,128,"Obehandlad ekram","2016-04-27 10:59:04",,3dZtDzRIg1ClYzm9VJ22Uq.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561827,"Bokskåp i ek med 2 glasdörrar",,2,0.00,1200.00,Sk,,,,,"h 132 l 100 b 32",66,"Morelius skaffat glasdörrar 2007","2016-04-27 10:59:04",,2uavL2xbxwoGFHmYOyx48D.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561857,"Bordslampa bronsfot grön skärm",,2,0.00,200.00,Armatur,,,,"1970 talet STA undertill","H 78 B 34",213,"Grön skärm av papper, En likadan i TV rummet","2016-04-27 10:59:04",,2oFg5m8dDYHCEcpaDcsbC1.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561843,"Fåtölj i Jugend stil",,3,0.00,1000.00,Stolar,,,,"1920 talet",h97xb80xL78,166,"Med grönaktig läder/konstläder ställvis trasigt","2016-04-27 10:59:04",,qRuqiVlkva1mg62STAqbH.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561867,"Fåtölj i Jugendstil läderklädsel",,1,0.00,900.00,Stolar,,,,"1920 talet","H 96x77x74",225,"Två liknande i korridoren","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561909,"Fotokopia av Plakat",09/05/2015,1,0.00,5.00,Prydnadsf,,,,"Sako Oy",,,"Plakat av teak med Sako- bolagets emblem. Sako donerat detta vandringspris, det skall besittas av den klubb vars skyttelag vunnit tävlingen ordnat i samband med Nordiska mötet. SK segrade år 2015, Sällskapet år 2016, nu finns plakatet i Stockholm. Vi har fotokopia på väggen.","2016-04-27 10:59:04",,2CqpYwJAvHmYnyepXvEkIE.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561817,"Gipsskulptur av JL Runeberg",,1,0.00,500.00,Prydnadsf,,,,,,21,"Byst i stil med nr. 19, Runeberg har även trivts i Gustavianska rummet","2016-04-27 10:59:04",,67TGzUBIMMA23yTn1tSpqE.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561846,"Grafik Wiborgs slott",,1,0.00,200.00,Konst,,,,"Bruno Tuukkanen 1946 (1891-1979)",h21x52,174,"Baksidan text: Tyrgills Museets samlingar Nr 595. Gåva av konstnären","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561906,"Målning, Salutorget",,1,0.00,300.00,Konst,,,,"Sergei Zlenko",122x79,542,"Gåva av konstnären (som målat Magnus Ståhlbergs porträtt nr 541)","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561903,"Matbord med skiva",,1,2000.00,2000.00,Bord,,,,,"255x120 H75",531,"Rymmer 12 pers som utdragen","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561880,"Matta med rutigt mönster",,1,0.00,700.00,Mattor,,,,Afghan?,272x151,233,"Hör troligtvis till HWs anskaffningar, enligt LG","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561850,"Matta Wilton",,1,0.00,200.00,Mattor,,,,,350x250,207,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561863,"Medaljongporträtt Erik Hornborg",,1,0.00,120.00,Konst,,,,"Gerda Qvist 1954 (1883-1957)","Diam 30",220,,"2016-04-27 10:59:04",,5iKOAuyFkjdcynQ83XyVGa.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561883,"Pinnstol med Svenska Kl emblem",,7,0.00,400.00,Stolar,,,,"1800 talet",H99xb43xL44,235,"Snickargruppen renoverade 2003, Total antalet oklar enl. LG, hittat blott 6 st.","2016-04-27 10:59:04",,5HeGVH7fUFjQZfXRB8jpCB.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561893,"Pinnstol Svenka Kl, svart, ingrav",,2,0.00,300.00,Stolar,,,,"1800 talet","H 100 B36 L47",397,"Likadana stolar 4 st i Tv rummet, en fattas, Tidigare 7 st, 2.2.2010 blott 6 stolar","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item1265821,"Praktspegel med fotbord",03/21/2017,1,0.00,500.00,Furniture,,,,,"H 315 x B 95",,"Gåva av Carl-Gustav Spåre, från början av 1900-talet, bord med marmorskiva, renoverades av Artegrafica (190 e), transportkostnad 200 e, Mustamaki.","2017-04-04 13:11:33",,"5YzlGTpgsnqAJnrtgTfznm.jpg, 5779vHoo2JwL2IwVMuEgpm.jpg",
